atr_breakout,atr_breakout,atr_breakout,atr_breakout,atr_breakout,vwap_reversion,vwap_reversion,vwap_reversion,vwap_reversion,vwap_reversion,sma_cross,sma_cross,sma_cross,sma_cross,sma_cross
Total Return,Sharpe Ratio,Max Drawdown,Win Rate,Expectancy,Total Return,Sharpe Ratio,Max Drawdown,Win Rate,Expectancy,Total Return,Sharpe Ratio,Max Drawdown,Win Rate,Expectancy
-66.9874994629691,-19.349910510686403,67.74961737790231,17.08827418418236,-4.93466577752603,1072.2774007136325,0.2396481817913743,34.36359378324094,68.96394446942811,53.70603989653553,-34.96234788594137,-5.5231108737408166,42.57888132030299,19.34023888101171,-5.969762421116318
